# Part of a Penrose tessellation.
c	0.8	0.4	0.4
t	447	284	436	284	432	273
t	456	256	447	263	450	273
t	403	329	414	329	418	318
t	394	301	403	307	400	318
t	403	329	414	329	418	339
t	403	329	407	339	418	339
t	427	346	423	356	412	356
t	394	301	383	301	380	290
t	394	301	391	290	380	290
t	371	284	374	273	385	273
t	341	284	350	290	359	284
t	341	284	350	277	359	284
t	371	284	374	273	365	267
t	341	284	350	290	347	301
t	318	301	329	301	332	290
t	394	301	383	301	380	312
t	394	301	391	312	380	312
t	371	318	374	329	385	329
t	341	318	350	312	359	318
t	341	318	350	325	359	318
t	371	318	374	329	365	335
t	341	318	350	312	347	301
t	318	301	329	301	332	312
t	403	329	394	335	385	329
t	394	301	391	312	400	318
t	403	329	394	335	398	346
t	403	329	407	339	398	346
t	394	356	403	363	412	356
t	341	284	338	273	327	273
t	318	301	321	290	332	290
t	341	284	338	273	347	267
t	341	284	350	277	347	267
t	350	256	362	256	365	267
t	318	301	309	294	312	284
t	318	301	321	290	312	284
t	309	273	318	267	327	273
t	285	256	289	267	300	267
t	285	256	296	256	300	267
t	309	273	318	267	314	256
t	285	256	289	267	280	273
t	256	256	265	263	274	256
t	394	211	403	218	400	228
t	394	211	391	222	400	228
t	403	239	394	245	385	239
t	427	256	423	245	412	245
t	427	256	416	256	412	245
t	403	239	394	245	398	256
t	427	256	423	245	432	239
t	456	256	447	249	438	256
t	394	211	403	218	412	211
t	394	211	403	205	412	211
t	423	211	427	200	418	194
t	447	228	436	228	432	218
t	447	228	444	218	432	218
t	423	211	427	200	438	200
t	447	228	436	228	432	239
t	456	256	447	249	450	239
t	403	183	414	183	418	194
t	394	211	403	205	400	194
t	403	183	414	183	418	173
t	403	183	407	173	418	173
t	427	166	423	156	412	156
t	394	211	383	211	380	222
t	394	211	391	222	380	222
t	371	228	374	239	385	239
t	341	228	350	222	359	228
t	341	228	350	235	359	228
t	371	228	374	239	365	245
t	341	228	350	222	347	211
t	318	211	329	211	332	222
t	394	211	383	211	380	200
t	394	211	391	200	380	200
t	371	194	374	183	385	183
t	341	194	350	200	359	194
t	341	194	350	187	359	194
t	371	194	374	183	365	177
t	341	194	350	200	347	211
t	318	211	329	211	332	200
t	403	183	394	177	385	183
t	394	211	391	200	400	194
t	403	183	394	177	398	166
t	403	183	407	173	398	166
t	394	156	403	149	412	156
t	341	228	338	239	327	239
t	318	211	321	222	332	222
t	341	228	338	239	347	245
